,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
3666,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,BrianShew1,Brian Shew,,149,394,1,83886,Fri Oct 01 04:01:39 +0000 2021,1443788171871928321,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351501.0,12523.0,1220.0,504552.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,160.0,572.0,3990.0,12074.0
3667,"RT @mtgreenee: Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working o",BrendaClarkaz,Brenda clark,"Arizona, USA",61,307,0,37754,Fri Oct 01 04:01:39 +0000 2021,1443788172912070702,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Firing people for their vaccine status is discrimination.

They were not hired under that job requirement.

We are working on class action lawsuits. 

Companies being the enforcers of government over reach should think about consequences when Republicans take back the House.",True,mtgreenee,Marjorie Taylor Greene ,"Georgia, USA",446390.0,1524.0,2323.0,22161.0,Thu Sep 30 20:59:38 +0000 2021,1.4436819675228447e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,194.0,1365.0,4006.0,13069.0
3668,"No paranoid secrecy!
Wouldnt that be refreshing!
When we get a new govt WE need to hold them to account.
Hold our representatives in our electorates responsible for naming EVERY company that offers bribes.

We can dream cant we?",traverselife,ReclusiveUrbanRat ,On Bunnerong land,3735,4993,41,216707,Fri Oct 01 04:01:39 +0000 2021,1443788173876760608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3669,"RT @nytimes: California is the latest example of vaccine requirements leading to more vaccinations.

In a survey of more than a dozen of th",sophire2500,Sophia Lewis,,1322,2136,9,223845,Fri Oct 01 04:01:39 +0000 2021,1443788174682214402,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"California is the latest example of vaccine requirements leading to more vaccinations.

In a survey of more than a dozen of the states major hospital systems, most health care employers reported vaccination rates this week of 90% or higher. Read more: https://t.co/Czt7XTcDva https://t.co/i8q5Cdsc9a",True,nytimes,The New York Times,New York City,50599130.0,852.0,211201.0,18561.0,Fri Oct 01 04:00:12 +0000 2021,1.443787808175448e+18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",en,0.0,3.0,7.0,15.0
3670,"RT @OzraeliAvi: #BREAKING: A group of approx 30 teachers now rallying outside Westfield in Knox to protest the vaccine mandate.

Police are",chagoyadaniel,Daniel Chagoya,"Viveros del Ro, Tlalnepantla ",73,109,0,8292,Fri Oct 01 04:01:39 +0000 2021,1443788175017746435,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"#BREAKING: A group of approx 30 teachers now rallying outside Westfield in Knox to protest the vaccine mandate.

Police are already on scene.

More to follow. https://t.co/rhNhCHP8lr",True,OzraeliAvi,Avi Yemini ,"Melbourne, Victoria",177298.0,959.0,556.0,6938.0,Fri Oct 01 01:11:55 +0000 2021,1.443745460703826e+18,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",en,27.0,134.0,705.0,2268.0
3671,"RT @LibrtarinPirate: 1) I don't trust the government.
2) I don't trust big pharma.
3) I already had COVID, natural immunity is better than",CaligirlLeftie,Caligirl BDS,Dying Earth,11862,11652,999,609123,Fri Oct 01 04:01:40 +0000 2021,1443788176192016412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"1) I don't trust the government.
2) I don't trust big pharma.
3) I already had COVID, natural immunity is better than the vaccine.
4) 99.7% recovery rate.
5) 95% of all deaths over 50 yrs of age and 2.3 additional co-morbidities.
6) Unknown long term side effects.
7) VAERS report",True,LibrtarinPirate,Libertarian Pirate,,981.0,958.0,0.0,9299.0,Fri Oct 01 03:57:42 +0000 2021,1.4437871783880663e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0.0,0.0,1.0,0.0
3672,@ejls1 @MeghanMcCain So you're saying the vaccine doesnt work? Who is stupid then? Sounds like you are.,NickBoloFoto,Bolofoto,CT,194,1880,2,7241,Fri Oct 01 04:01:40 +0000 2021,1443788176783462400,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3673,RT @prayfor_the_USA: Whistleblower Shows Nearly 50K Medicare Patients Dead After Vaccine Fact Check This Raw Data https://t.co/bQf3Gw3PB9,LlynnBarr,Lynn Barr,,360,1403,0,18849,Fri Oct 01 04:01:40 +0000 2021,1443788179228725248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Whistleblower Shows Nearly 50K Medicare Patients Dead After Vaccine Fact Check This Raw Data https://t.co/bQf3Gw3PB9 via @ConDailyPost,True,prayfor_the_USA,Protect the Vaxxed by getting Vaxxed?!? PA,,299.0,742.0,0.0,10214.0,Thu Sep 30 22:34:02 +0000 2021,1.4437057247233597e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,2.0,1.0,51.0,48.0
3674,"RT @RobertKennedyJr: In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents",ManSSBU,FFSMashOutOfSing,Southern California,18,31,1,720,Fri Oct 01 04:01:41 +0000 2021,1443788183708209206,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"In 1996, Pfizers drug, Trovan, was still in clinical stage of development when drugmaker tested it, without parents consent, on about 200 children. Pfizer claimed Trovan was safe, but 181 kids were gravely injured + 11 died.

https://t.co/K1g66pEDsm",True,RobertKennedyJr,Robert F. Kennedy Jr,"Los Angles, California",324189.0,604.0,1754.0,115.0,Thu Sep 30 19:04:31 +0000 2021,1.443652998429913e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,319.0,182.0,4834.0,7260.0
3675,"RT @JesseKellyDC: Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And th",Chamuit,Chamuit,,3,178,0,433,Fri Oct 01 04:01:42 +0000 2021,1443788184173879297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Democrats want a $700,000 fine for businesses who dont enforce a vaccine mandate.

The GOP response will be No. And this is why we lose.

The appropriate response is every GOP state legislature passing a $2,000,000 fine for every business that enforces a mandate.

#TheNewRight",True,JesseKellyDC,Jesse Kelly,"Houston, TX",301994.0,991.0,2002.0,91974.0,Fri Oct 01 02:52:52 +0000 2021,1.4437708620716483e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,43.0,74.0,810.0,2791.0
3676,"@alexandrosM Evaluating vaccine efficiency should always include the AE profile .It looks great from one side ,incomplete as a whole.Solidifies the current view that perhaps the only solid indication for vaccine is the advanced age group .",inoviolt,INOVIOLT #SpikeProtein,,2245,2177,6,23245,Fri Oct 01 04:01:42 +0000 2021,1443788185553809408,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3677,"Two faces of Biden - praising nurses, first responders as heroes last year, firing them in a heartbeat this year for their refusal to get the shot.
When cases of negative reactions continue to  surface, why the rush, why the draconian mandates? Is something harmful about the vax?",RettJK,loretta j. krause,,25,27,1,483,Fri Oct 01 04:01:42 +0000 2021,1443788186048733185,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3678,"RT @gregggonsalves: For months, experts like former @CDCgov director @DrTomFrieden and @MSF veteran @buissonnierem have said we have a way",OzzieAraujo,Ozzie Araujo (he/him),"Queens, NYC",3136,5003,24,345585,Fri Oct 01 04:01:42 +0000 2021,1443788186250104832,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"For months, experts like former @CDCgov director @DrTomFrieden and @MSF veteran @buissonnierem have said we have a way out of this. SCALE UP VACCINE PRODUCTION NOW FOR THE WORLD. 4/ https://t.co/Zujlkm1J65",True,gregggonsalves,Gregg Gonsalves,"New Haven, CT",76529.0,10457.0,1664.0,21071.0,Thu Sep 30 21:33:10 +0000 2021,1.4436904103506125e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,1.0,25.0,107.0
3679,RT @ElieNYC: I'm less concerned with rappers and athletes pushing vaccine misinformation than I am with Governors and media conglomerates p,jodylecompte,jodylecompte,"Albuquerque, NM",590,3424,12,22915,Fri Oct 01 04:01:42 +0000 2021,1443788187046875138,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"I'm less concerned with rappers and athletes pushing vaccine misinformation than I am with Governors and media conglomerates pushing vaccine disinformation. 

If we could stop the latter we could survive the former.",True,ElieNYC,Elie Mystal,NY,295045.0,4505.0,2369.0,67230.0,Thu Sep 30 18:11:01 +0000 2021,1.443639533803815e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,27.0,120.0,1129.0,8207.0
3680,"RT @nytimes: California is the latest example of vaccine requirements leading to more vaccinations.

In a survey of more than a dozen of th",eastvillagetwt,eastvillagetwt,"East Village, New York, NY",2006,5003,240,141983,Fri Oct 01 04:01:42 +0000 2021,1443788187072086019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"California is the latest example of vaccine requirements leading to more vaccinations.

In a survey of more than a dozen of the states major hospital systems, most health care employers reported vaccination rates this week of 90% or higher. Read more: https://t.co/Czt7XTcDva https://t.co/i8q5Cdsc9a",True,nytimes,The New York Times,New York City,50599132.0,852.0,211201.0,18561.0,Fri Oct 01 04:00:12 +0000 2021,1.443787808175448e+18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",en,0.0,3.0,8.0,16.0
3681,"RT @AnaCabrera: NEW: 77.3% of American adults have gotten at least one dose of Covid-19 vaccine, according to the CDC.",Neilschoolnik,Neil schoolnik,Tampa,220,1610,3,69187,Fri Oct 01 04:01:42 +0000 2021,1443788187160268800,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"NEW: 77.3% of American adults have gotten at least one dose of Covid-19 vaccine, according to the CDC.",True,AnaCabrera,Ana Cabrera,"New York, NY",201296.0,4108.0,1531.0,45771.0,Fri Oct 01 01:47:41 +0000 2021,1.4437544594321613e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,8.0,25.0,145.0,1014.0
3682,This the only person on here who can talk Rona or vaccine &amp; Ill actually pay attention. Shes qualified. ,StillSumAsshole,JustSomeBratStan,,2062,823,7,148632,Fri Oct 01 04:01:43 +0000 2021,1443788188204609539,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3683,"RT @jacobcabe: BREAKING: 48,465 American citizens have died within 14 days of receiving the vaccine according to the Medicare Tracking Syst",JamesMarshallH4,Dr. President- Elect~Vyacheslav Molotov~PhD. CCCP,FEMA region 1,792,787,0,6849,Fri Oct 01 04:01:43 +0000 2021,1443788188376502274,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"BREAKING: 48,465 American citizens have died within 14 days of receiving the vaccine according to the Medicare Tracking System",True,jacobcabe,Jacob Cabe,,10743.0,1145.0,13.0,2345.0,Fri Oct 01 02:15:25 +0000 2021,1.4437614377934725e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,22.0,22.0,363.0,459.0
3684,RT @NYTScience: YouTube is banning all vaccine misinformation from its platform as part of an effort to reduce the spread of false claims a,moksha42,Scott Wing,PHL,109,1562,1,58635,Fri Oct 01 04:01:44 +0000 2021,1443788192382164994,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,YouTube is banning all vaccine misinformation from its platform as part of an effort to reduce the spread of false claims about immunizations. https://t.co/rhNLcUGhMG,True,NYTScience,NYT Science,"New York, NY",1174172.0,464.0,18149.0,4452.0,Fri Oct 01 03:07:14 +0000 2021,1.4437744808207073e+18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",en,0.0,5.0,13.0,29.0
3685,RT @davidmweissman: Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is,rskennard1957,Rhonda Kennard,"Florida, USA",26,433,0,31731,Fri Oct 01 04:01:44 +0000 2021,1443788192877010946,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"Just In: Two US soldiers file a lawsuit against Defense Secretary because they think the military's vaccine mandate is unconstitutional.

I'm a vet and I know the vaccine mandate is 100% constitutional. Please make sure EVERY military person sees this.",True,davidmweissman,David Weissman,"Palm Bay, FL",351501.0,12523.0,1220.0,504552.0,Thu Sep 30 23:10:11 +0000 2021,1.443714822219223e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,160.0,572.0,3991.0,12077.0
3686,RT @MichaelPSenger: Worth remembering that most of the thousands of New York healthcare workers being fired for standing against the vaccin,pdwick,Paul Wickenhiser,,110,209,5,4936,Fri Oct 01 04:01:44 +0000 2021,1443788192969232424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Worth remembering that most of the thousands of New York healthcare workers being fired for standing against the vaccine mandate worked straight through Americas worst COVID outbreak, and almost certainly already have natural immunity.",True,MichaelPSenger,Michael P Senger,,61766.0,14716.0,391.0,200388.0,Thu Sep 30 15:31:18 +0000 2021,1.4435993417765642e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,25.0,75.0,777.0,3051.0
3687,"RT @DrNoMask: ""What are they going to do to somebody? What are they going to do to a child? ""
Dr. Madej
Full interview below
https://t.co/y",casciotegan,NausicAA,,91,206,0,18297,Fri Oct 01 04:01:44 +0000 2021,1443788194210795522,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"""What are they going to do to somebody? What are they going to do to a child? ""
Dr. Madej
Full interview below
https://t.co/yE5ikr8Ow8 https://t.co/2Bx7UjztJ0",True,DrNoMask,DrRay,,3183.0,1705.0,19.0,38608.0,Thu Sep 30 14:55:41 +0000 2021,1.4435903795387638e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0.0,0.0,9.0,12.0
3688,"RT @mkolken: The only time you ever hear of Howard Stern anymore is when he criticizes Joe Rogan.

Howard Stern is the new Don Imus.",FuckJackDorseyT,AccountSuspended,,355,2673,0,18875,Fri Oct 01 04:01:44 +0000 2021,1443788195498450947,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"The only time you ever hear of Howard Stern anymore is when he criticizes Joe Rogan.

Howard Stern is the new Don Imus.",True,mkolken,Matthew Kolken,"Buffalo, New York",56568.0,4507.0,421.0,83563.0,Thu Sep 30 15:59:18 +0000 2021,1.4436063876873175e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,19.0,95.0,205.0,1514.0
3689,RT @BrandiKruse: EXCLUSIVE: Brad Otto is a 20-year veteran of @WDFW. He was granted a vaccine accommodation - only to have it taken away da,MJeanDancer,M Jean,,19,93,0,4642,Fri Oct 01 04:01:44 +0000 2021,1443788196010102796,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,EXCLUSIVE: Brad Otto is a 20-year veteran of @WDFW. He was granted a vaccine accommodation - only to have it taken away days later. And he's not alone: https://t.co/fO448wJdRS #FOX13 https://t.co/SDS9rm5WxX,True,BrandiKruse,Brandi Kruse,Seattle,40687.0,1538.0,580.0,8265.0,Fri Oct 01 02:45:01 +0000 2021,1.4437688876112486e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,3.0,19.0,12.0,40.0
3690,"Dr. Carrie Madej: First U.S. Lab Examines Vaccine Vials, HORRIFIC Findings Revealed https://t.co/QlbH1BkLUa via @redvoicemedias",AndreParadis13,Andre Paradis,,21,96,0,1289,Fri Oct 01 04:01:44 +0000 2021,1443788195972280327,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3691,"RT @votevets: The same people who say theyre not scared of COVID, and dont need a vaccine or mask to feel safe, need guns to order a sand",Hooplaoly,Carolyn,,3676,5001,78,377927,Fri Oct 01 04:01:45 +0000 2021,1443788198027558912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"The same people who say theyre not scared of COVID, and dont need a vaccine or mask to feel safe, need guns to order a sandwich.",True,votevets,VoteVets,United States,286440.0,5590.0,2010.0,20055.0,Thu Sep 30 12:00:22 +0000 2021,1.4435462600073134e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,57.0,118.0,2347.0,10529.0
3692,RT @InfinityHealth8: So #OchsnerHealth will terminate my staff privileges at their Kenner facility where I have been on staff since 1987 &amp;,SFamiano,The Steve Famiano,"Southern California, USA",939,2485,2,43208,Fri Oct 01 04:01:45 +0000 2021,1443788198526652416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"So #OchsnerHealth will terminate my staff privileges at their Kenner facility where I have been on staff since 1987 &amp; paid rent to them for 21 years. I am not turning in my health info or vaccine status to their admins.

I could retire now. But now...NFW",True,InfinityHealth8,"Dr. Karl, InfinityMD","Kenner, LA",2844.0,185.0,24.0,825.0,Thu Sep 30 22:37:43 +0000 2021,1.4437066526335386e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,19.0,102.0,407.0,1608.0
3693,RT @kylenabecker: Why do people still wear masks to protect themselves from a virus they took a vaccine for? Masks only play a tiny role if,joekerseyus,"Joe Kersey, AAMS, CRPC","Roanoke, VA",251,1616,1,11798,Fri Oct 01 04:01:45 +0000 2021,1443788199034245121,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,Why do people still wear masks to protect themselves from a virus they took a vaccine for? Masks only play a tiny role if you are Covid symptomatic to mitigate spread. Nothing makes sense with these people.,True,kylenabecker,Kyle Becker,"New York, NY",192745.0,3505.0,1282.0,176803.0,Thu Sep 30 19:32:04 +0000 2021,1.4436599305742008e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,6.0,61.0,195.0,1151.0
3694,"RT @kylenabecker: Pro-Tip: Don't trust ""scientists"" who use the term ""pregnant people""
https://t.co/SSekrkJN0T",bpwingman,brian winge,,401,1078,4,11604,Fri Oct 01 04:01:45 +0000 2021,1443788199562817536,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Pro-Tip: Don't trust ""scientists"" who use the term ""pregnant people""
https://t.co/SSekrkJN0T",True,kylenabecker,Kyle Becker,"New York, NY",192745.0,3505.0,1282.0,176803.0,Thu Sep 30 04:12:48 +0000 2021,1.44342859363217e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,8.0,44.0,382.0,1648.0
3695,"RT @egavactip: ""BuzzFeed News could not find a single example of a doctor who has been disciplined for spreading vaccine disinformation.""",haleba07,Barry,United States,99,490,1,7132,Fri Oct 01 04:01:45 +0000 2021,1443788199982247938,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"""BuzzFeed News could not find a single example of a doctor who has been disciplined for spreading vaccine disinformation.""

""Doctors Are Attacking COVID Vaccines And Promoting Bogus Cures  And Getting Away With It"" https://t.co/AN1A4DW4FD",True,egavactip,Mark Pitcavage,Ohio,39199.0,4622.0,576.0,106353.0,Thu Sep 30 18:28:50 +0000 2021,1.4436440202243727e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,1.0,6.0,17.0,37.0
3696,Wikipedia confirms this! Parents were compensated for the deaths of their children during clinical trials.  https://t.co/tUMjUbUats.,JSLeonard2010,J&S,United States,87,972,1,3517,Fri Oct 01 04:01:45 +0000 2021,1443788200045162500,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3697,"RT @_evelynrae: Paramedics, teachers, nurses, aged care workers and firefighters gather in a silent protest #reclaimtheline - Pleading to r",CAUSSA2,CAUSSA,,581,3119,4,36652,Fri Oct 01 04:01:45 +0000 2021,1443788200313458721,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Paramedics, teachers, nurses, aged care workers and firefighters gather in a silent protest #reclaimtheline - Pleading to remove the vaccine mandates so that they dont lose their jobs and can continue serving their communities. A protestor was arrested in North Melbourne. https://t.co/eZtjlKHdiV",True,_evelynrae,Evelyn Rae,,37745.0,766.0,96.0,34764.0,Fri Oct 01 03:08:52 +0000 2021,1.443774891283542e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,4.0,29.0,87.0,199.0
3698,"@RWMaloneMD Well, Id prefer if he was that assertive when being interviewed on tv",FactticusFinch,"FactticusFinch, ""bebelejas""","Melb, Vic, Australia",1527,3460,5,50223,Fri Oct 01 04:01:46 +0000 2021,1443788201861140482,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3699,RT @TheBabylonBee: CDC Reminds People To Listen To All Medical Professionals Except For The Tens Of Thousands Who Refused The Vaccine https,BarrySoetoroTM,BarrySoetoroESQ,,1470,28,3,1872,Fri Oct 01 04:01:46 +0000 2021,1443788203052441600,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,CDC Reminds People To Listen To All Medical Professionals Except For The Tens Of Thousands Who Refused The Vaccine https://t.co/wHrSrbg2gZ,True,TheBabylonBee,The Babylon Bee,,1083511.0,69.0,2972.0,1034.0,Thu Sep 30 20:00:02 +0000 2021,1.4436669700507607e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,32.0,51.0,1057.0,4041.0
3700,"RT @21WIRE: First these people were saying that ""the vaccine is an act of love,"" and now this. 

This is no ordinary #cult, if you catch my",ecaj29,Liz j,,202,123,0,1468,Fri Oct 01 04:01:46 +0000 2021,1443788203165691905,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"First these people were saying that ""the vaccine is an act of love,"" and now this. 

This is no ordinary #cult, if you catch my drift...",True,21WIRE,Patrick Henningsen,USA,91013.0,2865.0,827.0,44548.0,Thu Sep 30 20:44:47 +0000 2021,1.4436782307084739e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,4.0,15.0,15.0,58.0
3701,RT @azcentral: Arizona COVID-19 adviser Dr. Richard Carmona says children should wear masks in school https://t.co/3vARjx0lF3,froudeg490,froudeg490,"Arizona, USA",81,206,0,6431,Fri Oct 01 04:01:46 +0000 2021,1443788203232694314,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,Arizona COVID-19 adviser Dr. Richard Carmona says children should wear masks in school https://t.co/3vARjx0lF3,True,azcentral,azcentral,"Phoenix, AZ",402009.0,667.0,3395.0,2913.0,Fri Oct 01 02:31:09 +0000 2021,1.443765397250089e+18,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",en,2.0,20.0,16.0,76.0
3702,Line for Belize room at @WSOP for vaccine verification. 2+ hours right now https://t.co/93kmcSetPb,junkyfrunk,Murray,,20,152,0,1192,Fri Oct 01 04:01:46 +0000 2021,1443788203840974850,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3703,"RT @DDNewslive: Colombian Vice President and Foreign Minister @mluciaramirez  arrives in Delhi with an accompanying business delegation, fo",Ajay510299051,Ajay,,22,307,0,1973,Fri Oct 01 04:01:47 +0000 2021,1443788205325651995,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Colombian Vice President and Foreign Minister @mluciaramirez  arrives in Delhi with an accompanying business delegation, for extensive engagements covering all aspects of bilateral relations. Special focus on science &amp; technology, vaccine development &amp; biotechnology @MEAIndia https://t.co/6cVzU6sIbb",True,DDNewslive,DD News,"New Delhi, India",3312319.0,94.0,3129.0,3632.0,Fri Oct 01 03:48:00 +0000 2021,1.4437847370976133e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,0.0,0.0,6.0,26.0
3704,RT @JReinerMD: Almost every American over the age of 65 (94%) and nearly all doctors (96%) have received at least 1 dose of vaccine. What d,caguirre94,carlos,"California, U.S.A.",427,722,26,121,Fri Oct 01 04:01:47 +0000 2021,1443788205665390637,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Almost every American over the age of 65 (94%) and nearly all doctors (96%) have received at least 1 dose of vaccine. What do these 2 groups know that the rest of the country doesnt?,True,JReinerMD,Jonathan Reiner,"Washington, DC",37522.0,1399.0,347.0,8555.0,Fri Oct 01 01:33:54 +0000 2021,1.4437509919884616e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,7.0,44.0,67.0,428.0
3705,@deenashakir Our sitter got great tickets because there was a mad rush to sell when they announced vaccine mandates.,SFShag,Martha Shaughnessy,San Francisco Forever,2797,5005,112,44209,Fri Oct 01 04:01:47 +0000 2021,1443788205879222274,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
